2,2,14,14,14,14,14,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2
2,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
2,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
2,11,15,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
2,2,0,0,0,0,0,16,0,0,0,3,15,15,4,0,9,15,15,4,0,0,0,0,12,2
2,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2
2,11,0,0,0,-1,-1,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2
2,11,0,0,0,3,15,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2
2,11,0,0,0,0,0,16,0,99,0,0,0,0,0,0,16,0,0,0,0,0,-99,0,12,2
2,11,-1,0,0,0,0,12,15,15,15,15,15,0,0,0,16,0,0,0,0,9,10,0,12,2
2,2,15,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,7,8,0,12,2
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2
2,11,-1,-1,0,0,0,0,0,0,0,0,0,0,99,0,16,-1,-1,-1,-1,-1,-1,-1,12,2
2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,13,13,13,13,13,13,13,2,2
160,96
